ticker,name,year,revenue,operating_profit,operating_margin,net_income,roe,roa,eps,bps,per,pbr
198042,타차시스템즈,2020,904.3,84.2,9.31,47.9,4.6,2.98,1945.0,54312.0,,
198042,타차시스템즈,2021,1014.3,78.0,7.69,55.5,6.59,4.82,2078.0,30955.0,,
198042,타차시스템즈,2022,1060.0,60.2,5.68,31.9,2.08,1.08,1672.0,263601.0,,
198042,타차시스템즈,2023,1203.9,85.3,7.08,75.4,5.17,2.87,3306.0,97468.0,,
198042,타차시스템즈,2024,1162.3,45.4,3.91,27.1,1.68,1.11,988.0,121029.0,20.4,1.12
625119,나아글로벌,2020,1909.1,336.8,17.64,214.3,8.39,4.27,14364.0,104975.0,,
625119,나아글로벌,2021,1632.4,252.4,15.46,226.4,12.13,8.17,7935.0,118160.0,,
625119,나아글로벌,2022,1576.1,245.9,15.6,131.4,6.76,3.68,5756.0,275624.0,,
625119,나아글로벌,2023,1381.0,207.8,15.05,156.6,8.6,5.92,20431.0,354757.0,,
625119,나아글로벌,2024,1246.2,124.1,9.96,75.5,6.78,5.02,4652.0,58966.0,8.5,0.85
434640,나라엔터테인먼트,2020,3245.3,463.7,14.29,292.3,9.04,4.94,20693.0,114235.0,,
434640,나라엔터테인먼트,2021,3212.8,523.0,16.28,299.1,6.96,5.7,12904.0,150363.0,,
434640,나라엔터테인먼트,2022,3186.8,531.2,16.67,442.3,16.36,8.71,17779.0,123886.0,,
434640,나라엔터테인먼트,2023,3116.2,371.5,11.92,223.3,7.89,5.13,15481.0,174355.0,,
434640,나라엔터테인먼트,2024,3333.0,520.1,15.6,371.2,7.7,4.06,24015.0,814491.0,24.4,2.45
274418,차차다솔루션,2020,1036.8,130.4,12.58,115.6,10.81,5.88,15118.0,143347.0,,
274418,차차다솔루션,2021,1134.7,165.3,14.57,119.6,8.22,5.97,8331.0,87711.0,,
274418,차차다솔루션,2022,1345.6,219.9,16.34,123.2,6.11,3.85,9946.0,71975.0,,
274418,차차다솔루션,2023,1436.0,273.8,19.07,216.9,14.47,9.81,8813.0,83147.0,,
274418,차차다솔루션,2024,1607.9,246.9,15.36,194.8,10.85,8.65,31843.0,78856.0,8.6,2.68
641058,마라시스템즈,2020,1319.0,154.7,11.73,126.7,7.74,5.74,5911.0,109920.0,,
641058,마라시스템즈,2021,1447.6,191.9,13.26,130.5,8.19,6.8,12583.0,133237.0,,
641058,마라시스템즈,2022,1579.0,222.5,14.09,162.7,7.58,4.65,11500.0,216264.0,,
641058,마라시스템즈,2023,1536.0,211.6,13.78,147.2,6.49,4.48,10004.0,153058.0,,
641058,마라시스템즈,2024,1494.3,139.8,9.36,95.5,6.94,3.99,3819.0,49197.0,17.2,0.85
291936,자라파트너스,2020,907.8,124.4,13.71,81.3,9.63,5.64,3641.0,39954.0,,
291936,자라파트너스,2021,1044.0,145.4,13.93,101.2,10.79,7.43,6217.0,147897.0,,
291936,자라파트너스,2022,1066.7,104.4,9.78,57.9,3.96,2.01,3282.0,84155.0,,
291936,자라파트너스,2023,1159.5,147.2,12.7,123.1,9.29,7.34,21321.0,55116.0,,
291936,자라파트너스,2024,1169.2,118.2,10.11,84.5,7.87,5.03,3586.0,44437.0,16.4,0.88
963274,하카테크,2020,18395.5,2131.8,11.59,1252.2,6.2,3.47,58676.0,1804659.0,,
963274,하카테크,2021,20694.2,2011.0,9.72,1216.9,4.19,3.3,45692.0,3660550.0,,
963274,하카테크,2022,23019.8,2133.4,9.27,1696.1,5.75,3.04,83733.0,1879784.0,,
963274,하카테크,2023,24705.6,3707.5,15.01,3060.2,9.08,5.48,167161.0,1691325.0,,
963274,하카테크,2024,24302.2,4678.8,19.25,2887.1,9.89,5.04,161647.0,1061120.0,21.5,2.32
390794,타파카테크,2020,1737.3,229.0,13.18,144.0,8.52,4.54,9719.0,197661.0,,
390794,타파카테크,2021,1870.1,256.1,13.69,166.5,10.44,5.69,6873.0,105827.0,,
390794,타파카테크,2022,2057.1,303.2,14.74,258.0,11.22,7.05,13198.0,86084.0,,
390794,타파카테크,2023,2302.7,191.1,8.3,169.9,5.93,3.37,6471.0,115118.0,,
390794,타파카테크,2024,2370.8,490.1,20.67,406.8,14.97,10.26,33644.0,145461.0,8.5,2.98
204411,나타나엔터테인먼트,2020,469.9,70.4,14.97,47.6,12.66,6.44,4733.0,16934.0,,
204411,나타나엔터테인먼트,2021,435.4,54.7,12.57,30.9,4.88,3.44,1444.0,56176.0,,
204411,나타나엔터테인먼트,2022,424.2,51.8,12.2,29.3,6.41,4.44,1304.0,42110.0,,
204411,나타나엔터테인먼트,2023,437.4,36.8,8.42,18.4,3.72,2.84,1729.0,22541.0,,
204411,나타나엔터테인먼트,2024,394.5,24.1,6.1,19.9,3.38,2.2,2397.0,86906.0,,2.36
413791,사나이노베이션,2020,5457.5,510.7,9.36,393.7,8.51,5.15,19434.0,508338.0,,
413791,사나이노베이션,2021,5568.0,457.1,8.21,365.4,4.54,2.68,22753.0,770743.0,,
413791,사나이노베이션,2022,6288.0,407.3,6.48,223.7,2.71,1.83,14220.0,332713.0,,
413791,사나이노베이션,2023,6285.2,697.3,11.09,417.8,5.45,3.06,34467.0,268904.0,,
413791,사나이노베이션,2024,6004.7,895.4,14.91,761.4,13.43,7.97,78360.0,383085.0,18.3,2.94
356355,가파솔루션,2020,2216.4,375.6,16.94,287.8,10.3,7.69,54140.0,331433.0,,
356355,가파솔루션,2021,1888.2,291.4,15.43,186.1,8.48,4.57,16212.0,153477.0,,
356355,가파솔루션,2022,1845.7,298.7,16.19,236.9,14.54,7.58,17715.0,103543.0,,
356355,가파솔루션,2023,1733.2,178.7,10.31,159.1,7.41,4.64,8951.0,336343.0,,
356355,가파솔루션,2024,1726.4,119.9,6.95,67.5,2.92,1.52,3090.0,293743.0,12.1,2.93
148215,다하테크,2020,169.7,15.4,9.1,7.9,3.43,1.94,371.0,21782.0,,
148215,다하테크,2021,169.7,18.3,10.76,11.5,4.9,2.96,1435.0,10709.0,,
148215,다하테크,2022,163.0,11.2,6.88,7.9,5.84,3.84,294.0,5088.0,,
148215,다하테크,2023,180.0,12.3,6.82,6.6,3.26,2.18,534.0,8190.0,,
148215,다하테크,2024,197.6,9.8,4.98,6.4,2.18,1.09,261.0,12550.0,16.4,2.55
122859,마아마홀딩스,2020,4876.6,330.1,6.77,276.9,4.16,3.2,9696.0,1063280.0,,
122859,마아마홀딩스,2021,5534.0,359.8,6.5,284.1,4.48,2.97,18137.0,458469.0,,
122859,마아마홀딩스,2022,6262.7,311.2,4.97,211.1,3.73,2.2,10335.0,267289.0,,
122859,마아마홀딩스,2023,6574.4,747.0,11.36,516.6,9.12,6.06,33371.0,268828.0,,
122859,마아마홀딩스,2024,7293.9,200.9,2.75,180.4,2.09,1.72,12386.0,377104.0,15.1,1.98
288550,가가자테크,2020,2225.9,188.4,8.46,98.6,2.97,1.83,4080.0,110892.0,,
288550,가가자테크,2021,2260.6,130.3,5.76,99.4,4.46,2.41,3559.0,348596.0,,
288550,가가자테크,2022,2304.4,87.1,3.78,73.1,2.33,1.57,2812.0,119775.0,,
288550,가가자테크,2023,2027.7,97.3,4.8,80.0,3.06,1.59,14023.0,116034.0,,
288550,가가자테크,2024,2050.2,66.2,3.23,48.0,2.51,1.26,1775.0,110386.0,7.4,2.67
992083,타가테크,2020,1348.5,236.2,17.51,209.5,16.27,9.85,7372.0,151168.0,,
992083,타가테크,2021,1482.1,244.0,16.46,217.9,16.02,8.4,30189.0,59844.0,,
992083,타가테크,2022,1597.5,329.2,20.61,223.4,14.19,10.14,33368.0,137920.0,,
992083,타가테크,2023,1552.1,178.9,11.53,117.1,5.75,2.91,4318.0,117599.0,,
992083,타가테크,2024,1592.1,290.5,18.25,157.1,8.69,4.59,7382.0,81520.0,9.1,1.62
434198,사나코퍼레이션,2020,269.5,46.7,17.32,37.0,11.61,6.05,5052.0,16062.0,,
434198,사나코퍼레이션,2021,257.2,40.6,15.77,20.8,5.54,4.16,763.0,42058.0,,
434198,사나코퍼레이션,2022,223.1,28.0,12.56,16.1,5.62,3.16,694.0,24702.0,,
434198,사나코퍼레이션,2023,200.3,21.0,10.46,10.9,4.53,2.42,1232.0,17145.0,,
434198,사나코퍼레이션,2024,184.8,16.4,8.86,12.5,5.55,4.08,2218.0,24322.0,7.2,0.83
232315,가파마솔루션,2020,1078.8,107.1,9.93,80.4,5.39,3.83,2896.0,53600.0,,
232315,가파마솔루션,2021,1039.4,98.5,9.48,64.9,6.07,4.28,3946.0,39825.0,,
232315,가파마솔루션,2022,1150.9,125.6,10.91,89.0,7.07,4.62,10229.0,63901.0,,
232315,가파마솔루션,2023,1267.9,192.8,15.2,167.7,11.08,8.65,13800.0,82309.0,,
232315,가파마솔루션,2024,1291.7,109.8,8.5,71.7,4.87,2.89,12083.0,123886.0,8.7,1.46
151685,차라타파트너스,2020,6586.3,701.6,10.65,573.6,8.56,4.57,21680.0,302993.0,,
151685,차라타파트너스,2021,7538.0,721.0,9.56,447.2,4.49,2.47,34339.0,428712.0,,
151685,차라타파트너스,2022,8073.1,594.8,7.37,402.5,3.46,2.27,23521.0,648735.0,,
151685,차라타파트너스,2023,8273.2,440.8,5.33,359.9,5.14,2.91,23860.0,285505.0,,
151685,차라타파트너스,2024,8727.0,1025.6,11.75,584.1,4.74,3.48,90684.0,2115757.0,7.0,1.01
516224,라사차글로벌,2020,2999.5,507.6,16.92,344.4,7.8,4.94,18334.0,324578.0,,
516224,라사차글로벌,2021,3651.9,655.2,17.94,545.3,17.3,14.16,87374.0,119664.0,,
516224,라사차글로벌,2022,4404.1,827.1,18.78,486.8,11.54,8.45,22865.0,236500.0,,
516224,라사차글로벌,2023,5385.9,1304.8,24.23,1008.4,16.54,12.67,108085.0,243634.0,,
516224,라사차글로벌,2024,5896.2,1402.7,23.79,1230.4,16.07,9.09,103534.0,279647.0,31.0,1.75
886553,나나다솔루션,2020,972.9,61.4,6.31,36.2,2.5,1.82,6524.0,82260.0,,
886553,나나다솔루션,2021,1045.5,86.1,8.23,70.3,6.33,3.7,2895.0,53989.0,,
886553,나나다솔루션,2022,1222.0,91.7,7.5,49.8,2.94,2.37,6307.0,105092.0,,
886553,나나다솔루션,2023,1313.3,122.5,9.32,95.6,7.71,4.41,18272.0,79859.0,,
886553,나나다솔루션,2024,1405.5,175.3,12.47,131.3,7.24,4.72,4781.0,101958.0,24.7,2.07
490722,아차자코퍼레이션,2020,6417.6,564.6,8.8,471.1,5.72,3.62,30306.0,303221.0,,
490722,아차자코퍼레이션,2021,6310.8,462.5,7.33,365.6,3.9,2.08,48152.0,337819.0,,
490722,아차자코퍼레이션,2022,6604.5,617.5,9.35,417.0,5.14,2.82,20557.0,305290.0,,
490722,아차자코퍼레이션,2023,7436.6,857.1,11.53,734.3,8.68,5.45,27006.0,528433.0,,
490722,아차자코퍼레이션,2024,7159.0,807.4,11.28,407.7,4.04,2.5,17281.0,436412.0,10.3,0.71
457411,하가테크,2020,739.0,114.9,15.55,92.8,10.29,5.8,6587.0,55262.0,,
457411,하가테크,2021,716.4,116.0,16.19,58.1,7.73,4.53,2324.0,40190.0,,
457411,하가테크,2022,734.2,91.1,12.4,78.2,9.31,5.01,3319.0,55180.0,,
457411,하가테크,2023,734.8,87.5,11.91,48.0,4.67,3.41,1873.0,105093.0,,
457411,하가테크,2024,747.7,147.1,19.67,76.3,8.2,4.72,9439.0,34060.0,14.7,0.87
844858,하하마파트너스,2020,2869.7,420.4,14.65,329.6,9.03,4.72,17966.0,135507.0,,
844858,하하마파트너스,2021,2968.6,377.1,12.7,204.6,6.46,5.2,31893.0,271221.0,,
844858,하하마파트너스,2022,3286.6,608.6,18.52,470.7,15.87,12.7,19127.0,293676.0,,
844858,하하마파트너스,2023,3478.0,450.6,12.96,306.9,7.17,4.12,16110.0,403702.0,,
844858,하하마파트너스,2024,3754.2,483.3,12.87,340.4,6.68,3.8,15249.0,825556.0,13.3,2.69
156415,아하아파트너스,2020,5815.9,838.2,14.41,567.6,10.19,5.97,24963.0,392502.0,,
156415,아하아파트너스,2021,5525.3,752.9,13.63,435.6,6.03,4.45,26857.0,244166.0,,
156415,아하아파트너스,2022,4766.4,676.2,14.19,536.9,12.75,10.34,44825.0,362862.0,,
156415,아하아파트너스,2023,4181.9,544.7,13.03,273.6,5.81,2.98,45609.0,166949.0,,
156415,아하아파트너스,2024,3978.9,465.3,11.7,349.1,6.31,4.38,14106.0,294950.0,4.8,0.57
267112,자다솔루션,2020,1037.6,120.4,11.6,92.1,8.61,6.0,3204.0,52332.0,,
267112,자다솔루션,2021,1084.3,128.5,11.85,102.9,7.56,5.86,7537.0,123560.0,,
267112,자다솔루션,2022,1169.3,174.8,14.95,104.5,10.79,5.65,7188.0,38872.0,,
267112,자다솔루션,2023,1137.4,98.8,8.68,78.0,8.39,5.2,3214.0,52055.0,,
267112,자다솔루션,2024,1196.2,136.3,11.39,84.3,5.61,3.85,11942.0,203079.0,24.5,0.96
818699,바차사파트너스,2020,1542.1,242.1,15.7,192.8,11.32,6.11,28346.0,76903.0,,
818699,바차사파트너스,2021,1395.2,189.3,13.57,97.5,8.21,6.12,8631.0,175667.0,,
818699,바차사파트너스,2022,1484.9,192.9,12.99,127.9,7.72,5.07,9905.0,112426.0,,
818699,바차사파트너스,2023,1371.6,10.6,0.77,8.3,0.72,0.4,1356.0,44187.0,,
818699,바차사파트너스,2024,1332.5,49.9,3.74,30.7,1.8,1.07,2553.0,60560.0,,1.06
330545,라다글로벌,2020,536.8,77.6,14.45,58.5,10.8,5.66,2007.0,20295.0,,
330545,라다글로벌,2021,579.5,94.4,16.28,47.6,5.82,4.43,7876.0,42369.0,,
330545,라다글로벌,2022,596.2,88.4,14.83,47.2,8.37,4.67,2041.0,54855.0,,
330545,라다글로벌,2023,674.4,125.9,18.67,70.1,11.2,6.61,6197.0,79636.0,,
330545,라다글로벌,2024,731.2,113.6,15.53,59.3,6.11,3.07,3165.0,45904.0,7.4,1.68
610856,파타테크,2020,443.7,38.3,8.63,28.6,4.51,3.1,1761.0,31092.0,,
610856,파타테크,2021,426.5,25.5,5.97,18.5,4.11,2.83,1177.0,87874.0,,
610856,파타테크,2022,404.8,1.6,0.4,1.3,0.29,0.16,156.0,19183.0,,
610856,파타테크,2023,435.4,-3.5,-0.81,-2.3,-0.52,-0.31,-243.0,21890.0,,
610856,파타테크,2024,465.2,11.0,2.37,6.1,1.12,0.79,226.0,79219.0,,2.08
952117,바파파테크,2020,5237.2,633.9,12.1,383.1,5.13,3.14,17944.0,856739.0,,
952117,바파파테크,2021,5910.2,850.3,14.39,625.7,7.56,5.79,35697.0,1139118.0,,
952117,바파파테크,2022,6635.8,872.4,13.15,519.6,5.31,2.67,23505.0,408962.0,,
952117,바파파테크,2023,7153.9,1041.6,14.56,756.8,8.84,4.66,87438.0,367233.0,,
952117,바파파테크,2024,8855.4,1277.6,14.43,1028.0,12.06,8.55,94741.0,392401.0,22.0,2.57
780027,가가자바이오,2020,9911.0,539.7,5.45,430.0,3.6,2.17,29826.0,825777.0,,
780027,가가자바이오,2021,10580.4,744.7,7.04,395.5,3.83,1.94,37409.0,681867.0,,
780027,가가자바이오,2022,11780.7,495.4,4.21,404.8,2.42,2.01,14964.0,1046451.0,,
780027,가가자바이오,2023,11733.5,659.4,5.62,403.8,3.8,2.87,20137.0,417750.0,,
780027,가가자바이오,2024,12698.3,518.0,4.08,327.4,2.93,1.68,19286.0,564805.0,18.3,2.2
241268,파아시스템즈,2020,1624.2,181.5,11.18,157.7,8.36,5.48,5397.0,90098.0,,
241268,파아시스템즈,2021,1828.3,221.0,12.09,183.1,6.85,4.99,9082.0,159364.0,,
241268,파아시스템즈,2022,1913.0,170.9,8.93,113.5,6.59,3.96,4693.0,83650.0,,
241268,파아시스템즈,2023,2012.8,144.7,7.19,112.0,3.85,2.3,16670.0,201298.0,,
241268,파아시스템즈,2024,1965.4,67.6,3.44,48.0,1.7,0.97,1869.0,140203.0,9.4,2.67
197716,차라타코퍼레이션,2020,6075.8,803.9,13.23,703.5,9.08,5.88,45337.0,288292.0,,
197716,차라타코퍼레이션,2021,6315.9,628.3,9.95,550.0,7.66,4.22,39960.0,286050.0,,
197716,차라타코퍼레이션,2022,6831.2,678.3,9.93,495.4,6.61,4.71,20518.0,270233.0,,
197716,차라타코퍼레이션,2023,6262.6,338.9,5.41,243.1,3.96,3.29,10306.0,1185859.0,,
197716,차라타코퍼레이션,2024,6290.8,97.4,1.55,63.3,1.07,0.58,4158.0,774628.0,,0.55
692099,자아차글로벌,2020,3151.8,396.1,12.57,285.5,7.61,5.67,15044.0,219467.0,,
692099,자아차글로벌,2021,3932.5,559.3,14.22,452.8,10.67,8.15,17026.0,531765.0,,
692099,자아차글로벌,2022,4309.9,719.7,16.7,633.1,16.88,10.51,25682.0,149889.0,,
692099,자아차글로벌,2023,5054.6,918.6,18.17,478.4,8.83,5.17,19054.0,211890.0,,
692099,자아차글로벌,2024,5784.2,1120.3,19.37,599.6,10.53,7.04,29648.0,246300.0,33.1,2.51
160254,아마시스템즈,2020,874.4,129.7,14.83,109.0,8.58,5.32,11041.0,51598.0,,
160254,아마시스템즈,2021,920.0,143.7,15.62,107.2,9.17,6.16,5017.0,39810.0,,
160254,아마시스템즈,2022,890.0,116.0,13.04,76.6,6.78,4.45,7650.0,209720.0,,
160254,아마시스템즈,2023,970.7,192.8,19.86,138.8,10.93,6.63,7090.0,92789.0,,
160254,아마시스템즈,2024,1080.5,112.9,10.45,100.0,8.27,5.43,19539.0,128881.0,15.6,2.96
941945,사다솔루션,2020,2964.4,515.6,17.39,401.0,9.16,5.55,16536.0,182820.0,,
941945,사다솔루션,2021,3237.8,460.7,14.23,315.3,8.04,6.58,39873.0,586094.0,,
941945,사다솔루션,2022,3324.4,510.2,15.35,393.3,12.31,8.47,13614.0,178342.0,,
941945,사다솔루션,2023,2998.4,371.2,12.38,222.5,8.58,4.93,8715.0,375895.0,,
941945,사다솔루션,2024,3257.1,163.5,5.02,104.9,2.26,1.6,3656.0,210380.0,,2.45
378297,자마자홀딩스,2020,11359.3,818.9,7.21,664.6,6.62,5.24,23000.0,579826.0,,
378297,자마자홀딩스,2021,9668.2,655.5,6.78,579.0,4.3,2.87,44931.0,490789.0,,
378297,자마자홀딩스,2022,9665.9,450.0,4.66,274.5,3.06,1.69,15439.0,600127.0,,
378297,자마자홀딩스,2023,9448.7,-60.2,-0.64,-42.7,-0.41,-0.21,-7352.0,757034.0,,
378297,자마자홀딩스,2024,9413.5,425.5,4.52,290.5,3.49,2.16,22538.0,1597540.0,11.4,0.99
296243,사마엔터테인먼트,2020,1977.4,151.9,7.68,87.1,4.02,2.62,3659.0,153516.0,,
296243,사마엔터테인먼트,2021,2036.9,152.4,7.48,111.0,3.67,2.1,4380.0,131443.0,,
